::1 - - [12/Jul/2016:17:36:57 +0000] "OPTIONS * HTTP/1.0" 200 - "-" "PHP (internal dummy connection)"
8.8.8.8 - - [12/Jul/2016:18:26:42 +0000] "GET /img/base-resources/favicon.ico HTTP/1.1" 200 1150 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:47.0) Gecko/20100101 Firefox/47.0"
4.4.4.4 - - [12/Jul/2016:18:29:09 +0000] "GET /wallboard/data?direction=download&access_type=variable HTTP/1.1" 200 12925 "http://test.demo.example.com/wallboard?direction=download&access_type=variable" "Mozilla/5.0 (X11; Linux armv6l; rv:24.0) Gecko/20140321 Firefox/24.0 Iceweasel/24.4.0"
8.8.8.8 - - [12/Jul/2016:18:28:36 +0000] "GET /demo/calls/platform HTTP/1.1" 200 57561 "http://demo.example.com/demo/manage/viewall" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:47.0) Gecko/20100101 Firefox/47.0"
8.8.8.8 - - [12/Jul/2016:18:29:28 +0000] "GET /demo/web/css/structure.css HTTP/1.1" 304 - "http://demo.example.com/demo/calls/platform" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:47.0) Gecko/20100101 Firefox/47.0"
8.8.8.8 - - [12/Jul/2016:18:29:28 +0000] "GET /demo/web/css/style.css HTTP/1.1" 304 - "http://demo.example.com/demo/calls/platform" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:47.0) Gecko/20100101 Firefox/47.0"
8.8.8.8 - - [12/Jul/2016:18:29:28 +0000] "GET /demo/web/css/internal.css HTTP/1.1" 304 - "http://demo.example.com/demo/calls/platform" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:47.0) Gecko/20100101 Firefox/47.0"
8.8.8.8 - - [12/Jul/2016:18:29:28 +0000] "GET /demo/web/js/chart.js HTTP/1.1" 304 - "http://demo.example.com/demo/calls/platform" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:47.0) Gecko/20100101 Firefox/47.0"
8.8.8.8 - - [12/Jul/2016:18:29:28 +0000] "GET /demo/web/js/jquery.js HTTP/1.1" 304 - "http://demo.example.com/demo/calls/platform" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:47.0) Gecko/20100101 Firefox/47.0"
8.8.8.8 - - [12/Jul/2016:18:29:28 +0000] "GET /demo/web/js/jquery-lightbox.js HTTP/1.1" 304 - "http://demo.example.com/demo/calls/platform" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:47.0) Gecko/20100101 Firefox/47.0"
8.8.8.8 - - [12/Jul/2016:18:29:28 +0000] "GET /demo/web/css/breadcrumb.css HTTP/1.1" 304 - "http://demo.example.com/demo/calls/platform" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:47.0) Gecko/20100101 Firefox/47.0"
8.8.8.8 - - [12/Jul/2016:18:29:28 +0000] "GET /demo/web/css/fields.css HTTP/1.1" 304 - "http://demo.example.com/demo/web/css/style.css" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:47.0) Gecko/20100101 Firefox/47.0"
8.8.8.8 - - [12/Jul/2016:18:29:28 +0000] "GET /demo/web/css/icons.css HTTP/1.1" 304 - "http://demo.example.com/demo/web/css/style.css" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:47.0) Gecko/20100101 Firefox/47.0"
8.8.8.8 - - [12/Jul/2016:18:29:28 +0000] "GET /demo/web/css/forms.css HTTP/1.1" 304 - "http://demo.example.com/demo/web/css/style.css" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:47.0) Gecko/20100101 Firefox/47.0"
8.8.8.8 - - [12/Jul/2016:18:29:28 +0000] "GET /demo/web/js/widgets.js HTTP/1.1" 304 - "http://demo.example.com/demo/calls/platform" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:47.0) Gecko/20100101 Firefox/47.0"
8.8.8.8 - - [12/Jul/2016:18:29:28 +0000] "GET /demo/web/js/jquery-ui.js HTTP/1.1" 304 - "http://demo.example.com/demo/calls/platform" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:47.0) Gecko/20100101 Firefox/47.0"
8.8.8.8 - - [12/Jul/2016:18:29:28 +0000] "GET /demo/web/css/tables.css HTTP/1.1" 304 - "http://demo.example.com/demo/web/css/style.css" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:47.0) Gecko/20100101 Firefox/47.0"
8.8.8.8 - - [12/Jul/2016:18:29:28 +0000] "GET /demo/web/css/lightbox.css HTTP/1.1" 304 - "http://demo.example.com/demo/web/css/style.css" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:47.0) Gecko/20100101 Firefox/47.0"
8.8.8.8 - - [12/Jul/2016:18:29:28 +0000] "GET /demo/web/css/links.css HTTP/1.1" 304 - "http://demo.example.com/demo/web/css/style.css" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:47.0) Gecko/20100101 Firefox/47.0"
8.8.8.8 - - [12/Jul/2016:18:29:28 +0000] "GET /demo/web/css/widgets.css HTTP/1.1" 304 - "http://demo.example.com/demo/web/css/style.css" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:47.0) Gecko/20100101 Firefox/47.0"
8.8.8.8 - - [12/Jul/2016:18:29:28 +0000] "GET /demo/web/css/jquery.css HTTP/1.1" 304 - "http://demo.example.com/demo/web/css/style.css" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:47.0) Gecko/20100101 Firefox/47.0"
8.8.8.8 - - [12/Jul/2016:18:29:28 +0000] "GET /demo/web/css/wizard.css HTTP/1.1" 304 - "http://demo.example.com/demo/web/css/style.css" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:47.0) Gecko/20100101 Firefox/47.0"
8.8.8.8 - - [12/Jul/2016:18:29:28 +0000] "GET /demo/web/css/5fedc.css HTTP/1.1" 304 - "http://demo.example.com/demo/web/css/style.css" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:47.0) Gecko/20100101 Firefox/47.0"
